UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Income source,Type of organisation,Unit,Value
10007159,The University of Sunderland,England,North East,2016/17,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2016/17,Software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Non-software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Non-software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Other IP income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Other IP income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2017/18,Software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Non-software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Non-software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Other IP income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Other IP income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2018/19,Software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Non-software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Non-software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Other IP income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Other IP income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2019/20,Software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Non-software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Non-software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Other IP income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Other IP income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2020/21,Software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Non-software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Non-software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Other IP income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Other IP income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2021/22,Software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Non-software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Non-software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Other IP income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Other IP income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2022/23,Software licences income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Non-software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Non-software licences income,SME,£000s,54.0
10007159,The University of Sunderland,England,North East,2023/24,Other IP income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Other IP income,SME,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Software licences income,Non-commercial organisations,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007159,The University of Sunderland,England,North East,2023/24,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2014/15,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2015/16,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2016/17,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Non-software licences income,SME,£000s,19.0
10007161,Teesside University,England,North East,2017/18,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2017/18,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2018/19,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2019/20,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2020/21,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Other IP income,SME,£000s,2.0
10007161,Teesside University,England,North East,2021/22,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2021/22,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2022/23,Software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Non-software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Non-software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Non-software licences income,SME,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Other IP income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Other IP income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Other IP income,SME,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Software licences income,Non-commercial organisations,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Software licences income,Other (non-SME) commercial businesses,£000s,0.0
10007161,Teesside University,England,North East,2023/24,Software licences income,SME,£000s,0.0
