UKPRN,HE Provider,Country of HE provider,Region of HE provider,Academic Year,Metric,Category Marker,Value
10007799,Newcastle University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Student start-ups,44.0
10007799,Newcastle University,England,North East,2016/17,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007799,Newcastle University,England,North East,2016/17,Number of active firms,Spin-outs with some HE provider ownership,23.0
10007799,Newcastle University,England,North East,2016/17,Number of active firms,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2016/17,Number of active firms,Staff start-ups,0.0
10007799,Newcastle University,England,North East,2016/17,Number of active firms,Student start-ups,169.0
10007799,Newcastle University,England,North East,2016/17,Number of active firms,Social enterprises,10.0
10007799,Newcastle University,England,North East,2016/17,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,13.0
10007799,Newcastle University,England,North East,2016/17,Number still active which have survived at least 3 years,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2016/17,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007799,Newcastle University,England,North East,2016/17,Number still active which have survived at least 3 years,Student start-ups,73.0
10007799,Newcastle University,England,North East,2016/17,Number still active which have survived at least 3 years,Social enterprises,4.0
10007799,Newcastle University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,70.0
10007799,Newcastle University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Other spin-outs,6.0
10007799,Newcastle University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Student start-ups,520.0
10007799,Newcastle University,England,North East,2017/18,Estimated current employment of all active firms (FTE),Social enterprises,18.0
10007799,Newcastle University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,24.0
10007799,Newcastle University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Student start-ups,40374.0
10007799,Newcastle University,England,North East,2017/18,Estimated current turnover of all active firms (£ thousands),Social enterprises,705.0
10007799,Newcastle University,England,North East,2017/18,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,205.0
10007799,Newcastle University,England,North East,2017/18,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2017/18,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2017/18,Estimated external investment received (£ thousands),Student start-ups,13767.0
10007799,Newcastle University,England,North East,2017/18,Estimated external investment received (£ thousands),Social enterprises,237.0
10007799,Newcastle University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,2.0
10007799,Newcastle University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Student start-ups,42.0
10007799,Newcastle University,England,North East,2017/18,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007799,Newcastle University,England,North East,2017/18,Number of active firms,Spin-outs with some HE provider ownership,25.0
10007799,Newcastle University,England,North East,2017/18,Number of active firms,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2017/18,Number of active firms,Staff start-ups,0.0
10007799,Newcastle University,England,North East,2017/18,Number of active firms,Student start-ups,177.0
10007799,Newcastle University,England,North East,2017/18,Number of active firms,Social enterprises,9.0
10007799,Newcastle University,England,North East,2017/18,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,15.0
10007799,Newcastle University,England,North East,2017/18,Number still active which have survived at least 3 years,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2017/18,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007799,Newcastle University,England,North East,2017/18,Number still active which have survived at least 3 years,Student start-ups,93.0
10007799,Newcastle University,England,North East,2017/18,Number still active which have survived at least 3 years,Social enterprises,7.0
10007799,Newcastle University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,81.0
10007799,Newcastle University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Other spin-outs,6.0
10007799,Newcastle University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Student start-ups,655.0
10007799,Newcastle University,England,North East,2018/19,Estimated current employment of all active firms (FTE),Social enterprises,40.0
10007799,Newcastle University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,4700.0
10007799,Newcastle University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Student start-ups,58495.0
10007799,Newcastle University,England,North East,2018/19,Estimated current turnover of all active firms (£ thousands),Social enterprises,1358.0
10007799,Newcastle University,England,North East,2018/19,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,4400.0
10007799,Newcastle University,England,North East,2018/19,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2018/19,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2018/19,Estimated external investment received (£ thousands),Student start-ups,18332.0
10007799,Newcastle University,England,North East,2018/19,Estimated external investment received (£ thousands),Social enterprises,725.0
10007799,Newcastle University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,7.0
10007799,Newcastle University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Staff start-ups,2.0
10007799,Newcastle University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Student start-ups,48.0
10007799,Newcastle University,England,North East,2018/19,Number (of newly registered companies within the reporting period),Social enterprises,3.0
10007799,Newcastle University,England,North East,2018/19,Number of active firms,Spin-outs with some HE provider ownership,28.0
10007799,Newcastle University,England,North East,2018/19,Number of active firms,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2018/19,Number of active firms,Staff start-ups,5.0
10007799,Newcastle University,England,North East,2018/19,Number of active firms,Student start-ups,191.0
10007799,Newcastle University,England,North East,2018/19,Number of active firms,Social enterprises,12.0
10007799,Newcastle University,England,North East,2018/19,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,15.0
10007799,Newcastle University,England,North East,2018/19,Number still active which have survived at least 3 years,Other spin-outs,5.0
10007799,Newcastle University,England,North East,2018/19,Number still active which have survived at least 3 years,Staff start-ups,0.0
10007799,Newcastle University,England,North East,2018/19,Number still active which have survived at least 3 years,Student start-ups,92.0
10007799,Newcastle University,England,North East,2018/19,Number still active which have survived at least 3 years,Social enterprises,9.0
10007799,Newcastle University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,168.0
10007799,Newcastle University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Other spin-outs,6.0
10007799,Newcastle University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Student start-ups,647.0
10007799,Newcastle University,England,North East,2019/20,Estimated current employment of all active firms (FTE),Social enterprises,25.0
10007799,Newcastle University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,7032.0
10007799,Newcastle University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Student start-ups,97320.0
10007799,Newcastle University,England,North East,2019/20,Estimated current turnover of all active firms (£ thousands),Social enterprises,1329.0
10007799,Newcastle University,England,North East,2019/20,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,2631.0
10007799,Newcastle University,England,North East,2019/20,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2019/20,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2019/20,Estimated external investment received (£ thousands),Student start-ups,34557.0
10007799,Newcastle University,England,North East,2019/20,Estimated external investment received (£ thousands),Social enterprises,786.0
10007799,Newcastle University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,3.0
10007799,Newcastle University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Staff start-ups,1.0
10007799,Newcastle University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Student start-ups,23.0
10007799,Newcastle University,England,North East,2019/20,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007799,Newcastle University,England,North East,2019/20,Number of active firms,Spin-outs with some HE provider ownership,26.0
10007799,Newcastle University,England,North East,2019/20,Number of active firms,Other spin-outs,7.0
10007799,Newcastle University,England,North East,2019/20,Number of active firms,Staff start-ups,6.0
10007799,Newcastle University,England,North East,2019/20,Number of active firms,Student start-ups,178.0
10007799,Newcastle University,England,North East,2019/20,Number of active firms,Social enterprises,13.0
10007799,Newcastle University,England,North East,2019/20,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,13.0
10007799,Newcastle University,England,North East,2019/20,Number still active which have survived at least 3 years,Other spin-outs,7.0
10007799,Newcastle University,England,North East,2019/20,Number still active which have survived at least 3 years,Staff start-ups,2.0
10007799,Newcastle University,England,North East,2019/20,Number still active which have survived at least 3 years,Student start-ups,93.0
10007799,Newcastle University,England,North East,2019/20,Number still active which have survived at least 3 years,Social enterprises,9.0
10007799,Newcastle University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,234.0
10007799,Newcastle University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Other spin-outs,2.0
10007799,Newcastle University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Staff start-ups,186.0
10007799,Newcastle University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Student start-ups,940.0
10007799,Newcastle University,England,North East,2020/21,Estimated current employment of all active firms (FTE),Social enterprises,7.0
10007799,Newcastle University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,9438.0
10007799,Newcastle University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Student start-ups,87043.0
10007799,Newcastle University,England,North East,2020/21,Estimated current turnover of all active firms (£ thousands),Social enterprises,326.0
10007799,Newcastle University,England,North East,2020/21,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,47344.0
10007799,Newcastle University,England,North East,2020/21,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2020/21,Estimated external investment received (£ thousands),Staff start-ups,1500.0
10007799,Newcastle University,England,North East,2020/21,Estimated external investment received (£ thousands),Student start-ups,43481.0
10007799,Newcastle University,England,North East,2020/21,Estimated external investment received (£ thousands),Social enterprises,1168.0
10007799,Newcastle University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,4.0
10007799,Newcastle University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Student start-ups,29.0
10007799,Newcastle University,England,North East,2020/21,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10007799,Newcastle University,England,North East,2020/21,Number of active firms,Spin-outs with some HE provider ownership,29.0
10007799,Newcastle University,England,North East,2020/21,Number of active firms,Other spin-outs,1.0
10007799,Newcastle University,England,North East,2020/21,Number of active firms,Staff start-ups,11.0
10007799,Newcastle University,England,North East,2020/21,Number of active firms,Student start-ups,191.0
10007799,Newcastle University,England,North East,2020/21,Number of active firms,Social enterprises,14.0
10007799,Newcastle University,England,North East,2020/21,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,17.0
10007799,Newcastle University,England,North East,2020/21,Number still active which have survived at least 3 years,Other spin-outs,1.0
10007799,Newcastle University,England,North East,2020/21,Number still active which have survived at least 3 years,Staff start-ups,10.0
10007799,Newcastle University,England,North East,2020/21,Number still active which have survived at least 3 years,Student start-ups,88.0
10007799,Newcastle University,England,North East,2020/21,Number still active which have survived at least 3 years,Social enterprises,9.0
10007799,Newcastle University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,287.0
10007799,Newcastle University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Other spin-outs,4.0
10007799,Newcastle University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Staff start-ups,26.0
10007799,Newcastle University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Student start-ups,1120.0
10007799,Newcastle University,England,North East,2021/22,Estimated current employment of all active firms (FTE),Social enterprises,28.0
10007799,Newcastle University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,13638.0
10007799,Newcastle University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Student start-ups,153742.0
10007799,Newcastle University,England,North East,2021/22,Estimated current turnover of all active firms (£ thousands),Social enterprises,1731.0
10007799,Newcastle University,England,North East,2021/22,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,8374.0
10007799,Newcastle University,England,North East,2021/22,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2021/22,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2021/22,Estimated external investment received (£ thousands),Student start-ups,18526.0
10007799,Newcastle University,England,North East,2021/22,Estimated external investment received (£ thousands),Social enterprises,797.0
10007799,Newcastle University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,4.0
10007799,Newcastle University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Student start-ups,23.0
10007799,Newcastle University,England,North East,2021/22,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007799,Newcastle University,England,North East,2021/22,Number of active firms,Spin-outs with some HE provider ownership,30.0
10007799,Newcastle University,England,North East,2021/22,Number of active firms,Other spin-outs,2.0
10007799,Newcastle University,England,North East,2021/22,Number of active firms,Staff start-ups,11.0
10007799,Newcastle University,England,North East,2021/22,Number of active firms,Student start-ups,193.0
10007799,Newcastle University,England,North East,2021/22,Number of active firms,Social enterprises,11.0
10007799,Newcastle University,England,North East,2021/22,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,20.0
10007799,Newcastle University,England,North East,2021/22,Number still active which have survived at least 3 years,Other spin-outs,2.0
10007799,Newcastle University,England,North East,2021/22,Number still active which have survived at least 3 years,Staff start-ups,10.0
10007799,Newcastle University,England,North East,2021/22,Number still active which have survived at least 3 years,Student start-ups,131.0
10007799,Newcastle University,England,North East,2021/22,Number still active which have survived at least 3 years,Social enterprises,8.0
10007799,Newcastle University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,310.0
10007799,Newcastle University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Other spin-outs,4.0
10007799,Newcastle University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Staff start-ups,26.0
10007799,Newcastle University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Student start-ups,1498.0
10007799,Newcastle University,England,North East,2022/23,Estimated current employment of all active firms (FTE),Social enterprises,36.0
10007799,Newcastle University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,19791.0
10007799,Newcastle University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Student start-ups,283148.0
10007799,Newcastle University,England,North East,2022/23,Estimated current turnover of all active firms (£ thousands),Social enterprises,1273.0
10007799,Newcastle University,England,North East,2022/23,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,25983.0
10007799,Newcastle University,England,North East,2022/23,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2022/23,Estimated external investment received (£ thousands),Staff start-ups,1000.0
10007799,Newcastle University,England,North East,2022/23,Estimated external investment received (£ thousands),Student start-ups,128473.0
10007799,Newcastle University,England,North East,2022/23,Estimated external investment received (£ thousands),Social enterprises,70.0
10007799,Newcastle University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,7.0
10007799,Newcastle University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Student start-ups,24.0
10007799,Newcastle University,England,North East,2022/23,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007799,Newcastle University,England,North East,2022/23,Number of active firms,Spin-outs with some HE provider ownership,37.0
10007799,Newcastle University,England,North East,2022/23,Number of active firms,Other spin-outs,3.0
10007799,Newcastle University,England,North East,2022/23,Number of active firms,Staff start-ups,10.0
10007799,Newcastle University,England,North East,2022/23,Number of active firms,Student start-ups,196.0
10007799,Newcastle University,England,North East,2022/23,Number of active firms,Social enterprises,11.0
10007799,Newcastle University,England,North East,2022/23,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,23.0
10007799,Newcastle University,England,North East,2022/23,Number still active which have survived at least 3 years,Other spin-outs,3.0
10007799,Newcastle University,England,North East,2022/23,Number still active which have survived at least 3 years,Staff start-ups,10.0
10007799,Newcastle University,England,North East,2022/23,Number still active which have survived at least 3 years,Student start-ups,137.0
10007799,Newcastle University,England,North East,2022/23,Number still active which have survived at least 3 years,Social enterprises,6.0
10007799,Newcastle University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,370.0
10007799,Newcastle University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Other spin-outs,4.0
10007799,Newcastle University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Staff start-ups,51.0
10007799,Newcastle University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Student start-ups,1176.0
10007799,Newcastle University,England,North East,2023/24,Estimated current employment of all active firms (FTE),Social enterprises,39.0
10007799,Newcastle University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,17227.0
10007799,Newcastle University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Student start-ups,155988.0
10007799,Newcastle University,England,North East,2023/24,Estimated current turnover of all active firms (£ thousands),Social enterprises,1269.0
10007799,Newcastle University,England,North East,2023/24,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,64148.0
10007799,Newcastle University,England,North East,2023/24,Estimated external investment received (£ thousands),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2023/24,Estimated external investment received (£ thousands),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2023/24,Estimated external investment received (£ thousands),Student start-ups,122068.0
10007799,Newcastle University,England,North East,2023/24,Estimated external investment received (£ thousands),Social enterprises,425.0
10007799,Newcastle University,England,North East,2023/24,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,5.0
10007799,Newcastle University,England,North East,2023/24,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10007799,Newcastle University,England,North East,2023/24,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10007799,Newcastle University,England,North East,2023/24,Number (of newly registered companies within the reporting period),Student start-ups,23.0
10007799,Newcastle University,England,North East,2023/24,Number (of newly registered companies within the reporting period),Social enterprises,2.0
10007799,Newcastle University,England,North East,2023/24,Number of active firms,Spin-outs with some HE provider ownership,40.0
10007799,Newcastle University,England,North East,2023/24,Number of active firms,Other spin-outs,3.0
10007799,Newcastle University,England,North East,2023/24,Number of active firms,Staff start-ups,8.0
10007799,Newcastle University,England,North East,2023/24,Number of active firms,Student start-ups,218.0
10007799,Newcastle University,England,North East,2023/24,Number of active firms,Social enterprises,13.0
10007799,Newcastle University,England,North East,2023/24,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,23.0
10007799,Newcastle University,England,North East,2023/24,Number still active which have survived at least 3 years,Other spin-outs,3.0
10007799,Newcastle University,England,North East,2023/24,Number still active which have survived at least 3 years,Staff start-ups,8.0
10007799,Newcastle University,England,North East,2023/24,Number still active which have survived at least 3 years,Student start-ups,164.0
10007799,Newcastle University,England,North East,2023/24,Number still active which have survived at least 3 years,Social enterprises,8.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,6.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current employment of all active firms (FTE),Student start-ups,1026.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current employment of all active firms (FTE),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,621.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Student start-ups,66693.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated current turnover of all active firms (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated external investment received (£ thousands),Student start-ups,642.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number (of newly registered companies within the reporting period),Student start-ups,27.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number (of newly registered companies within the reporting period),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number of active firms,Spin-outs with some HE provider ownership,1.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number of active firms,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number of active firms,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number of active firms,Student start-ups,137.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number of active firms,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number still active which have survived at least 3 years,Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number still active which have survived at least 3 years,Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number still active which have survived at least 3 years,Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number still active which have survived at least 3 years,Student start-ups,80.0
10001282,University of Northumbria at Newcastle,England,North East,2014/15,Number still active which have survived at least 3 years,Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current employment of all active firms (FTE),Spin-outs with some HE provider ownership,6.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current employment of all active firms (FTE),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current employment of all active firms (FTE),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current employment of all active firms (FTE),Student start-ups,1050.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current employment of all active firms (FTE),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Spin-outs with some HE provider ownership,534.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Student start-ups,69224.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated current turnover of all active firms (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated external investment received (£ thousands),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated external investment received (£ thousands),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated external investment received (£ thousands),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated external investment received (£ thousands),Student start-ups,200.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Estimated external investment received (£ thousands),Social enterprises,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number (of newly registered companies within the reporting period),Spin-outs with some HE provider ownership,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number (of newly registered companies within the reporting period),Other spin-outs,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number (of newly registered companies within the reporting period),Staff start-ups,0.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number (of newly registered companies within the reporting period),Student start-ups,27.0
10001282,University of Northumbria at Newcastle,England,North East,2015/16,Number (of newly registered companies within the reporting period),Social enterprises,0.0
